Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,685.000,61.054,5.751,25.661,40.592,54.693,72.479,90.831,195.251,3116.442,0.016
5,245.000,91.042,5.599,19.769,37.644,59.576,82.068,233.127,1087.008,2178.598,0.011
10,616.800,52.076,6.039,20.540,37.976,57.350,75.721,91.739,976.077,1190.072,0.019
15,206.000,189.863,6.595,24.335,43.196,66.116,1008.402,1061.721,2121.879,3166.408,0.005
20,83.600,426.638,5.005,12.266,41.695,964.757,1107.037,2042.627,2132.518,4130.179,0.002
25,37.000,675.871,4.987,19.109,67.920,1037.139,2035.353,2111.943,3104.802,3113.146,0.001
30,36.600,980.043,5.213,19.261,1015.440,1890.057,2111.362,3062.718,3131.552,4035.546,0.001
35,162.000,165.680,3.730,19.428,38.699,65.764,983.360,1036.185,2044.809,3142.888,0.006
40,41.000,794.689,5.624,35.529,1008.720,1073.992,2067.519,2122.510,2138.661,3145.692,0.001
45,42.200,790.647,5.387,36.684,1008.161,1091.677,2028.810,2063.167,2205.788,3049.093,0.001
50,39.000,797.512,5.028,31.703,115.863,1106.504,2100.346,3038.361,3160.665,4044.468,0.001
55,43.600,701.654,5.483,40.845,996.893,1063.310,2004.693,2028.499,2102.539,3015.343,0.001
60,46.000,902.207,6.726,42.007,1006.674,1138.257,2091.122,3014.257,4012.075,4124.580,0.001
65,25.800,1115.750,6.336,119.387,1053.355,2008.479,2093.916,2120.175,3057.414,3107.461,0.001
70,41.000,782.169,5.784,30.470,992.053,1079.242,2036.073,3015.444,3078.211,4097.323,0.001
75,121.600,192.132,4.925,20.293,39.961,74.429,1017.689,1060.301,2063.078,2112.905,0.005
80,296.000,138.108,5.270,17.561,33.403,59.761,92.686,1015.127,2070.406,6081.308,0.007
85,21.200,1324.943,5.678,977.480,1034.348,2015.210,3072.896,3141.651,4075.553,4082.198,0.001
90,33.800,934.160,5.672,40.353,992.949,2009.755,2153.351,3040.462,4023.047,4037.400,0.001
95,29.400,1167.069,7.518,34.624,1011.745,2040.353,3040.403,3075.871,5030.549,5111.021,0.001
100,24.600,1130.926,5.677,56.210,1051.264,2013.167,2081.073,3059.757,4045.236,4160.464,0.001
105,136.200,243.896,5.383,18.017,35.046,71.486,1055.052,1197.652,2032.665,3121.484,0.004
110,32.400,1355.721,5.234,54.137,1014.735,2041.718,4969.520,4996.274,5991.966,6014.443,0.001
115,163.400,97.453,5.790,13.500,20.279,26.113,36.625,973.069,2012.905,4008.167,0.010
