Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1677,1677.000,11040,12846,14088,19243,20751,30576,42876,75580,114330
1,1784,1784.000,11051,12871,14073,17843,19629,28833,36369,53742,79612
2,1843,1843.000,10654,12852,14074,18616,18798,26216,31881,43974,1028290
3,1468,1468.000,10560,11987,12981,20206,17217,25721,32983,214698,687464
4,1956,1956.000,10600,12105,12965,16371,17312,25191,29364,41113,598305
5,1960,1960.000,10349,11478,12158,16360,13814,22505,27715,41261,527667
6,2114,2114.000,10555,11804,12592,15095,14928,23504,28342,36033,60170
7,2088,2088.000,10558,11878,12633,15325,15803,24405,27900,37188,52019
8,2006,2006.000,10700,11844,12684,15956,16233,24603,29572,55773,82242
9,2114,2114.000,10541,11835,12575,15124,15387,23612,27614,35071,72652
10,1123,1123.000,10121,11002,11663,33026,12995,21802,28002,843448,1021075
11,1763,1763.000,10135,11784,12517,15277,15924,23418,27196,37896,132032
12,2173,2173.000,10676,11708,12293,14709,14143,22542,26425,34696,51677
13,2122,2122.000,10541,11777,12378,15074,14933,23688,28225,37166,48558
14,2152,2152.000,10635,11726,12320,14834,14834,23025,26672,35551,47476
15,1119,1119.000,10182,10945,11455,31047,12577,20753,25873,754813,1038835
16,1985,1985.000,10564,11737,12298,14756,14490,22688,26188,34735,84841
17,2177,2177.000,10592,11776,12356,14679,13999,22412,26309,35047,86790
18,1653,1653.000,10454,11320,11843,20343,13568,22207,27399,237613,964927
19,2008,2008.000,10310,11863,12572,15157,16006,22907,27068,36672,72324
20,1992,1992.000,10644,12055,12926,16033,19186,24828,29225,37350,68812
21,2003,2003.000,10340,12016,12793,15957,17835,24885,29884,42021,69670
22,2204,2204.000,10622,11711,12298,14538,13940,21840,25320,33694,47180
23,2128,2128.000,10629,11800,12413,14994,15558,22942,26746,35010,40274
24,2144,2144.000,10714,11841,12428,14944,14678,22789,27364,35248,58692
25,2174,2174.000,10745,11780,12443,14721,14496,22411,25778,34342,59404
26,2163,2163.000,10642,11818,12423,14779,13976,22585,25856,35804,51346
