Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1745.600,18.343,10.560,12.481,13.671,18.822,27.137,33.825,61.564,1028.290,0.055
5,2056.400,15.557,10.349,11.763,12.527,15.163,23.780,28.200,39.359,527.667,0.064
10,1866.600,17.133,10.121,11.671,12.301,14.492,23.029,27.245,38.150,1021.075,0.058
15,1788.400,17.899,10.182,11.590,12.210,14.219,22.386,26.720,40.861,1038.835,0.056
20,2094.200,15.270,10.340,11.855,12.538,16.463,23.592,27.704,36.372,69.670,0.065
25,2097.200,15.255,10.425,11.867,12.538,15.323,23.188,27.684,39.075,98.071,0.066
30,1970.600,16.241,10.265,11.712,12.356,14.980,22.661,26.978,38.369,878.114,0.062
35,2116.400,15.108,10.536,11.840,12.472,14.930,23.062,27.025,37.293,124.706,0.066
40,1779.400,17.984,10.126,11.916,12.617,16.542,23.734,28.514,41.129,1022.231,0.056
45,2073.200,15.427,10.711,12.002,12.655,15.985,23.421,28.079,38.060,99.064,0.065
50,2117.600,15.105,10.654,11.937,12.628,15.042,22.880,27.762,36.077,69.851,0.066
55,1901.200,16.829,10.133,11.701,12.321,14.237,22.456,27.248,40.668,1016.680,0.059
60,2098.800,16.122,10.522,11.826,12.506,15.153,22.885,27.141,36.414,1016.540,0.062
65,1949.200,15.468,9.906,11.801,12.415,14.392,22.780,27.056,38.725,545.436,0.065
70,1997.200,16.016,10.371,11.736,12.357,14.504,22.589,26.750,37.291,1019.167,0.062
75,2139.200,14.949,10.567,11.796,12.431,14.713,22.653,26.473,36.507,78.512,0.067
80,2143.000,14.941,10.518,11.775,12.411,15.012,22.834,27.245,34.729,137.992,0.067
85,1925.200,18.114,10.317,11.725,12.373,15.715,23.496,28.617,47.288,1046.296,0.055
90,1924.200,15.125,10.403,11.892,12.565,15.194,22.839,26.886,34.871,477.143,0.066
95,1935.800,16.533,10.289,11.914,12.728,16.961,24.008,28.633,42.526,1010.241,0.060
100,1633.200,19.664,10.548,12.119,13.263,20.312,33.437,49.542,99.195,263.276,0.051
105,1638.400,19.452,10.195,11.723,12.571,17.214,26.989,33.797,93.529,1018.138,0.051
110,1774.600,18.042,10.107,11.960,12.909,17.918,25.585,31.024,45.100,1021.845,0.055
115,1952.600,16.292,10.147,11.794,12.453,14.694,23.192,28.028,41.904,831.049,0.061
