Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1046.400,30.637,5.139,18.328,25.459,34.848,52.512,71.016,140.426,334.327,0.033
5,1269.200,25.214,4.427,18.412,24.749,30.797,37.899,44.804,75.562,123.005,0.040
10,1307.000,24.478,5.088,18.320,24.719,30.450,37.283,42.490,54.172,93.881,0.041
15,1284.600,24.936,4.236,17.895,24.535,30.559,37.857,43.577,74.289,114.438,0.040
20,1310.000,24.406,5.073,18.388,24.715,30.513,36.907,42.002,52.922,89.823,0.041
25,1305.800,24.504,4.483,18.020,24.285,29.938,36.326,41.359,72.422,110.218,0.041
30,1305.200,24.492,5.150,18.754,24.548,30.499,36.857,41.283,51.429,97.887,0.041
35,1301.400,24.586,4.029,17.751,24.108,29.947,37.187,42.825,73.090,137.822,0.041
40,1323.600,24.190,4.639,17.630,24.340,30.303,36.955,41.892,52.448,100.156,0.041
45,1324.000,24.173,4.369,17.821,24.275,29.835,35.919,41.121,58.780,109.069,0.041
50,1317.000,24.258,4.017,18.287,24.058,29.871,36.783,41.922,55.483,105.915,0.041
55,1318.400,24.283,4.650,17.897,24.059,30.079,36.750,41.902,60.251,110.716,0.041
60,1334.000,24.096,4.490,17.926,23.996,29.682,36.293,41.454,57.424,128.757,0.042
65,1313.400,24.261,4.881,17.705,24.137,29.807,36.751,41.752,66.374,116.701,0.041
70,1334.800,24.084,5.339,18.128,24.324,29.887,36.400,41.272,53.501,102.495,0.042
75,1291.400,24.625,4.841,18.414,24.574,30.166,36.666,42.321,62.876,110.681,0.041
80,1333.600,24.056,4.947,17.955,24.133,30.341,36.834,41.620,52.185,99.425,0.042
85,1321.200,24.178,4.201,17.607,23.899,29.860,36.713,42.257,64.505,138.834,0.041
90,1346.000,23.830,5.106,17.953,23.821,29.412,36.150,41.328,54.322,104.427,0.042
95,1295.200,24.636,4.792,18.582,24.497,30.328,37.352,42.692,60.821,97.565,0.041
100,1311.200,24.395,4.639,17.919,24.458,30.603,36.910,41.861,54.987,94.789,0.041
105,1323.400,24.158,4.298,17.988,24.139,29.691,35.743,40.358,59.205,139.128,0.041
110,1327.200,24.241,5.260,18.205,24.410,30.239,37.111,42.151,53.457,96.190,0.041
115,1339.000,23.659,4.342,16.660,23.365,29.405,36.347,41.935,59.327,113.575,0.042
