Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1193,1193.000,5954,17620,22882,29850,29571,41653,53105,119028,1067669
1,945,945.000,5243,21337,27632,30584,36377,49022,60373,79355,626699
2,1159,1159.000,5817,20507,26428,27373,34519,41980,49153,63939,116425
3,1198,1198.000,5270,19687,25773,26725,33103,42913,49877,64722,83211
4,1175,1175.000,5584,20398,26401,27295,33501,43966,50590,64579,90163
5,1188,1188.000,4923,18671,25840,26872,32842,43766,51524,73640,109413
6,1099,1099.000,5607,20649,26906,30156,34494,45125,54873,77917,1041097
7,1033,1033.000,5438,20775,27386,30836,36396,47784,54099,77438,1026849
8,1035,1035.000,5620,19898,25844,30387,33960,44400,55427,93972,825744
9,1141,1141.000,5218,19802,26445,27684,34422,43628,50621,69633,108480
10,1190,1190.000,5291,19966,26167,26895,33456,42309,49480,62926,76365
11,1218,1218.000,4129,18980,25056,26207,32133,40836,48984,78329,105215
12,1199,1199.000,5644,20087,26447,26824,33047,41225,47685,63347,92606
13,1195,1195.000,5265,19380,26378,26866,32901,42649,48708,66794,93899
14,1198,1198.000,5690,19524,25975,26549,32428,41264,48782,65662,79211
15,1170,1170.000,5374,20052,25890,28895,31861,41412,48431,67481,1025498
16,1056,1056.000,5903,20013,27035,28397,34709,46217,51972,74536,125750
17,1166,1166.000,5750,19965,26547,27530,33687,44978,54097,74763,91037
18,1177,1177.000,4544,19379,26441,27346,33857,43949,53193,75617,113103
19,1135,1135.000,5605,19913,26640,28127,34098,44455,55270,81959,125173
20,1177,1177.000,5698,19472,26574,27062,33157,43624,51560,65877,102858
21,1152,1152.000,5668,19854,26600,27851,34240,45863,54968,76202,99922
22,1159,1159.000,5286,20038,26653,27521,34233,43422,51197,70281,82231
23,1170,1170.000,5317,19414,26639,27323,34169,43219,50708,70918,100528
24,1153,1153.000,5627,19965,27165,27986,35213,44650,51201,65679,92743
25,1115,1115.000,5060,21035,27556,28583,35469,45108,54677,68571,80349
26,1169,1169.000,5466,19602,26734,27419,34517,43364,51831,66266,128349
