Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1134.000,28.277,5.243,19.565,25.698,33.333,43.514,51.684,76.502,1067.669,0.035
5,1099.200,29.105,4.923,19.893,26.424,34.323,45.023,53.390,76.629,1041.097,0.034
10,1200.000,26.667,4.129,19.690,26.060,32.829,41.741,48.860,66.287,105.215,0.037
15,1140.800,28.052,4.544,19.835,26.511,33.663,44.269,52.120,74.627,1025.498,0.036
20,1162.200,27.546,5.286,19.815,26.721,34.233,43.985,51.732,70.309,102.858,0.036
25,1156.800,27.627,5.060,20.012,26.291,33.565,42.567,49.784,65.684,1062.353,0.036
30,1157.600,27.649,4.639,18.108,24.850,32.227,41.966,50.150,70.751,1014.798,0.036
35,1203.000,26.888,4.896,19.295,25.898,32.624,41.817,49.370,64.983,1079.590,0.037
40,1154.600,27.372,4.965,19.442,25.814,33.022,42.952,51.238,73.110,597.444,0.037
45,1182.800,27.073,4.826,19.165,25.992,33.365,42.282,50.111,71.404,578.172,0.037
50,1172.400,27.301,5.201,19.619,26.208,33.894,43.850,51.327,67.080,108.941,0.037
55,1154.400,27.737,4.194,18.355,25.388,32.827,42.132,50.802,77.954,741.868,0.036
60,1145.200,27.922,5.219,20.314,26.938,34.752,44.193,51.804,68.043,106.299,0.036
65,920.400,34.745,4.613,20.826,28.349,38.308,53.638,83.113,177.182,550.047,0.029
70,1183.600,27.559,4.993,19.827,26.224,33.419,42.658,50.052,66.253,1041.462,0.036
75,937.200,33.922,4.669,19.284,27.998,38.154,50.364,66.310,170.438,794.483,0.029
80,593.200,54.270,4.378,21.347,31.316,67.828,134.981,178.459,249.377,431.094,0.018
85,826.000,38.280,4.643,21.156,29.964,44.160,71.140,99.812,167.822,1028.508,0.026
90,1170.600,27.131,4.984,19.983,26.013,33.069,42.555,50.469,69.507,143.816,0.037
95,1187.800,26.940,4.364,19.048,25.988,33.664,43.368,50.476,68.366,108.808,0.037
100,1164.800,27.470,4.173,19.426,25.874,33.636,42.826,49.842,68.273,792.096,0.036
105,1177.200,27.257,4.647,18.306,25.356,32.337,41.055,47.999,74.513,1030.506,0.037
110,1118.600,28.530,4.781,17.879,25.000,32.211,42.272,50.966,85.438,1039.377,0.035
115,1198.600,26.527,4.657,19.330,25.896,32.955,42.227,48.819,62.878,100.335,0.038
