Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,981.400,32.683,15.215,26.986,30.247,34.668,41.404,49.132,80.411,159.509,0.031
5,835.400,38.863,14.798,28.391,32.502,39.083,51.995,68.370,164.438,312.668,0.026
10,954.800,32.988,13.826,26.691,29.833,34.140,40.159,46.738,107.318,303.635,0.030
15,1006.800,31.798,16.051,26.589,29.679,34.134,40.129,47.718,71.079,112.389,0.031
20,1013.400,31.575,15.588,26.666,29.955,34.334,40.299,45.677,61.768,87.844,0.032
25,971.000,32.973,18.865,27.616,30.913,35.831,42.930,49.207,63.267,143.459,0.030
30,797.000,40.126,15.806,26.928,30.101,35.224,48.312,96.572,188.535,701.317,0.025
35,1010.000,31.648,15.133,26.923,29.918,34.190,40.313,45.982,62.502,105.147,0.032
40,1004.200,32.124,17.269,27.002,30.047,34.264,40.023,46.647,64.431,637.338,0.031
45,1007.600,31.531,17.192,26.054,29.176,33.226,38.583,43.966,58.071,1024.160,0.032
50,1020.000,31.371,14.696,26.525,29.424,33.468,39.459,44.850,61.842,1032.920,0.032
55,1017.600,31.437,16.229,26.629,29.631,33.711,39.509,44.940,67.977,116.258,0.032
60,925.800,34.554,18.399,27.616,31.295,36.841,46.200,56.768,80.220,1138.174,0.029
65,961.600,33.236,14.868,26.631,30.197,34.985,42.202,51.398,94.105,494.981,0.030
70,1008.000,31.789,16.843,26.939,30.040,34.275,40.449,46.466,62.840,87.121,0.031
75,989.600,32.326,14.471,26.313,29.324,33.623,40.298,47.238,101.913,1053.691,0.031
80,984.400,32.506,16.236,26.544,29.759,34.567,41.400,47.479,61.348,1029.518,0.031
85,987.400,32.399,16.413,27.196,30.366,35.080,41.232,48.637,66.625,96.785,0.031
90,999.200,32.027,15.361,26.949,29.946,34.734,41.346,47.635,64.609,111.986,0.031
95,1012.200,31.572,18.863,26.964,30.113,34.269,39.574,44.906,57.626,91.178,0.032
100,995.400,32.184,16.200,27.095,30.435,34.771,41.145,48.082,64.060,102.341,0.031
105,1000.000,31.999,15.421,26.907,30.076,34.445,40.165,45.646,61.925,939.300,0.031
110,1089.000,29.326,16.205,23.826,27.876,32.596,38.375,43.841,61.208,88.547,0.034
115,1375.800,23.150,14.424,20.651,22.319,24.491,27.465,30.333,39.933,54.672,0.043
