Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,920,920.000,20697,27715,30773,35183,35641,44021,55368,125015,159509
1,975,975.000,15215,26672,29712,32829,34077,42191,61516,84600,111168
2,1023,1023.000,18908,26746,29790,31178,33902,38804,42845,56835,86330
3,1018,1018.000,19662,26854,30020,31513,34519,39663,44950,58327,72253
4,971,971.000,20180,27405,30845,32978,36057,43637,49957,64352,84598
5,1009,1009.000,20250,27205,30406,31720,34488,39397,43906,58577,85564
6,958,958.000,21740,28104,31657,33672,36856,43299,50823,67057,75053
7,904,904.000,19369,29218,33145,35207,39152,47114,52295,68599,77983
8,887,887.000,15491,28488,33218,36177,39073,47940,60743,99362,146060
9,419,419.000,14798,39404,60471,81506,106543,164438,188237,233151,312668
10,683,683.000,13826,26412,30102,43266,35955,59753,133376,260201,303635
11,1029,1029.000,19909,27045,30170,31245,34009,38646,42553,51273,77118
12,1016,1016.000,19683,26835,29881,31409,34279,39533,44292,57298,77078
13,1015,1015.000,19847,26413,29559,31467,34030,40493,47154,59957,81614
14,1031,1031.000,20125,26616,29517,30972,33359,38668,43810,54358,71870
15,994,994.000,17845,26731,29766,32386,33687,39601,50624,86267,112144
16,961,961.000,16051,26624,30091,33294,35625,45370,57764,80446,112389
17,1021,1021.000,19854,26613,29572,31196,33981,39348,45070,56894,73004
18,1027,1027.000,19564,26708,29683,31267,34050,39570,45365,57664,71079
19,1031,1031.000,19687,26274,29405,30961,33387,39501,44592,56460,74175
20,1025,1025.000,20203,26740,29877,31108,33729,38764,43461,53632,65085
21,1028,1028.000,18526,26419,29747,31222,34463,40113,44776,59843,83694
22,1032,1032.000,17864,26790,29582,30937,33114,38244,42454,57537,70611
23,1004,1004.000,15588,26265,30036,32071,34633,42676,50070,73467,87844
24,978,978.000,18785,26974,30780,32599,36083,42595,47828,63963,82964
