Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683068969.698182,68545,15,1
1,ReadModifyWrite,1683068969.698616,64849,0,1
1,ReadModifyWrite,1683068969.698754,68446,13,1
1,ReadModifyWrite,1683068969.698758,77114,11,1
1,ReadModifyWrite,1683068969.698854,66866,10,1
1,ReadModifyWrite,1683068969.698869,65297,9,1
1,ReadModifyWrite,1683068969.698881,103293,7,1
1,ReadModifyWrite,1683068969.698907,66850,8,1
1,ReadModifyWrite,1683068969.698957,63972,6,1
1,ReadModifyWrite,1683068969.698973,102205,5,1
1,ReadModifyWrite,1683068969.698991,67166,2,1
1,ReadModifyWrite,1683068969.699147,97148,3,1
1,ReadModifyWrite,1683068969.699158,82405,4,1
1,ReadModifyWrite,1683068969.699282,62546,1,1
1,ReadModifyWrite,1683068969.700022,67519,29,1
1,ReadModifyWrite,1683068969.700087,111637,31,1
1,ReadModifyWrite,1683068969.700151,99782,12,1
1,ReadModifyWrite,1683068969.700211,65806,14,1
1,ReadModifyWrite,1683068969.700222,70179,28,1
1,ReadModifyWrite,1683068969.700291,127153,30,1
1,ReadModifyWrite,1683068969.700318,61465,16,1
1,ReadModifyWrite,1683068969.700399,62424,22,1
1,ReadModifyWrite,1683068969.700409,61357,24,1
1,ReadModifyWrite,1683068969.700491,64774,19,1
1,ReadModifyWrite,1683068969.700511,65671,23,1
1,ReadModifyWrite,1683068969.700633,61927,20,1
1,ReadModifyWrite,1683068969.700644,94810,26,1
1,ReadModifyWrite,1683068969.700770,86829,25,1
1,ReadModifyWrite,1683068969.700780,66014,21,1
1,ReadModifyWrite,1683068969.700802,72850,27,1
1,ReadModifyWrite,1683068969.700915,66459,18,1
1,ReadModifyWrite,1683068969.700920,70083,17,1
1,ReadModifyWrite,1683068969.761879,54417,24,1
1,ReadModifyWrite,1683068969.761879,26937,1,1
1,ReadModifyWrite,1683068969.762182,39671,16,1
1,ReadModifyWrite,1683068969.762577,26990,20,1
1,ReadModifyWrite,1683068969.762844,22327,22,1
1,ReadModifyWrite,1683068969.762977,34501,6,1
1,ReadModifyWrite,1683068969.763482,33480,0,1
1,ReadModifyWrite,1683068969.764184,19843,9,1
1,ReadModifyWrite,1683068969.765287,39402,19,1
1,ReadModifyWrite,1683068969.765739,40707,10,1
1,ReadModifyWrite,1683068969.765775,23215,8,1
1,ReadModifyWrite,1683068969.766035,24908,14,1
1,ReadModifyWrite,1683068969.766183,29146,2,1
1,ReadModifyWrite,1683068969.766204,28202,23,1
1,ReadModifyWrite,1683068969.766791,23913,15,1
1,ReadModifyWrite,1683068969.766818,24943,21,1
1,ReadModifyWrite,1683068969.767218,25363,13,1
1,ReadModifyWrite,1683068969.767411,26285,18,1
1,ReadModifyWrite,1683068969.767559,64075,29,1
1,ReadModifyWrite,1683068969.770455,28886,28,1
1,ReadModifyWrite,1683068969.771019,29056,17,1
1,ReadModifyWrite,1683068969.773670,29380,27,1
1,ReadModifyWrite,1683068969.775891,23612,11,1
1,ReadModifyWrite,1683068969.781585,23359,4,1
1,ReadModifyWrite,1683068969.784047,29080,9,1
1,ReadModifyWrite,1683068969.785185,25263,22,1
1,ReadModifyWrite,1683068969.787617,43700,25,1
1,ReadModifyWrite,1683068969.788844,37472,1,1
1,ReadModifyWrite,1683068969.789007,26541,8,1
1,ReadModifyWrite,1683068969.789583,36416,20,1
1,ReadModifyWrite,1683068969.790721,40745,15,1
1,ReadModifyWrite,1683068969.790962,28898,14,1
1,ReadModifyWrite,1683068969.791777,48176,21,1
1,ReadModifyWrite,1683068969.792599,25733,13,1
1,ReadModifyWrite,1683068969.793713,26143,18,1
1,ReadModifyWrite,1683068969.794423,67302,23,1
1,ReadModifyWrite,1683068969.795344,25105,2,1
1,ReadModifyWrite,1683068969.795481,64621,26,1
1,ReadModifyWrite,1683068969.796314,28213,3,1
1,ReadModifyWrite,1683068969.796975,23171,0,1
1,ReadModifyWrite,1683068969.797509,53623,6,1
1,ReadModifyWrite,1683068969.799358,27874,28,1
1,ReadModifyWrite,1683068969.799522,22518,11,1
1,ReadModifyWrite,1683068969.799963,31815,12,1
1,ReadModifyWrite,1683068969.800091,28210,17,1
1,ReadModifyWrite,1683068969.801195,26741,5,1
1,ReadModifyWrite,1683068969.801869,25322,16,1
1,ReadModifyWrite,1683068969.802192,23947,7,1
1,ReadModifyWrite,1683068969.803068,26024,27,1
1,ReadModifyWrite,1683068969.804706,25084,19,1
1,ReadModifyWrite,1683068969.804960,75745,4,1
1,ReadModifyWrite,1683068969.806458,26918,10,1
1,ReadModifyWrite,1683068969.810463,27214,22,1
1,ReadModifyWrite,1683068969.811744,34882,31,1
1,ReadModifyWrite,1683068969.813144,25057,9,1
1,ReadModifyWrite,1683068969.815565,48156,8,1
1,ReadModifyWrite,1683068969.816313,22789,24,1
1,ReadModifyWrite,1683068969.818346,22569,13,1
1,ReadModifyWrite,1683068969.819879,25587,14,1
1,ReadModifyWrite,1683068969.819980,25130,18,1
1,ReadModifyWrite,1683068969.820163,22619,0,1
1,ReadModifyWrite,1683068969.820482,22710,2,1
1,ReadModifyWrite,1683068969.822064,28638,11,1
1,ReadModifyWrite,1683068969.824573,29523,3,1
1,ReadModifyWrite,1683068969.826017,22365,20,1
1,ReadModifyWrite,1683068969.826156,21049,7,1
1,ReadModifyWrite,1683068969.826331,25936,1,1
1,ReadModifyWrite,1683068969.827224,25462,16,1
1,ReadModifyWrite,1683068969.827275,25846,28,1
1,ReadModifyWrite,1683068969.827470,33699,30,1
1,ReadModifyWrite,1683068969.827953,27468,5,1
1,ReadModifyWrite,1683068969.828314,46364,17,1
1,ReadModifyWrite,1683068969.829109,32618,27,1
