Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1011,1011.000,17025,23215,26936,32277,36094,51741,64075,83206,127153
1,914,914.000,14802,24807,29522,34866,38800,56496,67935,96202,165660
2,965,965.000,17883,24487,29132,33186,36740,52195,60208,77191,101779
3,953,953.000,16783,24926,29242,33564,38199,51966,59646,80747,109840
4,962,962.000,16711,24461,29049,33402,38816,51760,59891,76535,101115
5,995,995.000,17121,23685,27501,31989,36191,49088,57186,75009,110959
6,1018,1018.000,16520,23327,27251,31427,35649,49120,55799,71794,98487
7,372,372.000,14446,19227,22368,92238,31290,53452,800734,975352,1023570
8,436,436.000,13989,23352,27728,90478,40813,66525,792891,923654,1048714
9,571,571.000,16825,24279,28744,64186,43025,60929,85305,1005843,1058770
10,247,247.000,14268,24198,29767,72047,46430,68617,630672,780041,812041
11,633,633.000,14388,23953,29951,77546,43404,64076,634450,989418,1043873
12,407,407.000,15069,25004,29368,46524,40851,59416,76611,933866,993945
13,219,219.000,13966,20228,24706,128765,38956,769719,849645,1014199,1054278
14,370,370.000,12928,19869,25722,93115,35560,72987,751052,960821,1059218
15,796,796.000,11919,25618,30599,37139,42689,61082,73984,102085,120708
16,413,413.000,14031,21922,28128,103647,47828,98459,907289,1022564,1046791
17,553,553.000,16397,24536,30399,37827,42673,58044,76245,160493,242070
18,693,693.000,13928,24503,29810,70238,42887,63586,106648,970008,1031936
19,358,358.000,14345,23334,29663,42648,44336,67598,101055,249058,305606
20,470,470.000,14302,24192,29810,93013,43787,71591,844732,997019,1052299
21,557,557.000,16296,24657,30118,45785,42907,57521,69586,960455,1046414
22,236,236.000,13775,19600,25101,117082,37937,742381,817142,915485,1029326
23,411,411.000,14239,21876,27050,75865,37482,69163,584004,786657,989468
24,535,535.000,14400,23810,28707,79569,43809,67628,708662,892560,1025751
25,585,585.000,16029,25071,29967,36590,40377,59244,73383,124529,193774
26,871,871.000,18036,26009,31006,36618,43171,57240,67281,95775,131877
27,785,785.000,14600,24889,30081,64853,42930,64802,82080,902248,963921
28,337,337.000,13840,23749,27926,39441,41430,63093,82263,114055,648583
29,705,705.000,14401,24243,29484,67970,44250,71082,107844,906845,949629
30,430,430.000,17648,26012,30851,45756,44752,62745,72044,91550,1014389
31,162,162.000,14117,21666,26444,175877,49263,871838,915857,971955,1018380
32,826,826.000,17588,25534,30584,43543,45141,61990,75268,158446,1026413
33,366,366.000,13857,22443,26133,75878,37934,66171,600310,735410,765151
34,609,609.000,13884,23441,29094,69150,42759,62718,535325,803084,1029787
35,589,589.000,13208,23036,27469,63663,37640,56667,81853,832693,1020096
36,332,332.000,13727,21183,26190,49468,39298,68016,161111,567821,820886
37,233,233.000,14941,22809,27863,154858,39623,869426,992258,1079754,1103357
38,388,388.000,13107,20002,25385,103431,43439,179462,827157,1015312,1030383
39,466,466.000,14728,22314,28049,69702,42836,81475,194122,1033050,1083011
40,134,134.000,13834,20138,25200,143515,45015,841460,887751,947009,979401
41,498,498.000,13027,23892,29130,82492,41184,64694,737909,916234,984882
42,485,485.000,14330,22543,26980,84375,38803,70812,780802,978215,1026750
43,370,370.000,14305,21921,26210,74165,37257,64953,723285,1007247,1019695
44,305,305.000,14131,24756,29533,60733,42465,58918,98359,709153,741335
45,858,858.000,17936,25879,30962,46654,42832,60368,71438,850362,1027248
46,245,245.000,14261,20588,26548,97780,48236,97120,753170,836252,861833
47,298,298.000,14937,23549,30534,118279,49967,652716,840013,1020884,1027385
48,783,783.000,14894,24661,30367,39245,43144,60743,75128,106360,1037952
49,222,222.000,14724,22455,27506,143457,44062,802279,896793,1014113,1052481
50,826,826.000,16247,25168,30661,37855,43175,59317,70163,101360,1055471
51,265,265.000,14536,20797,26570,132646,44765,756996,975422,1025839,1045909
52,699,699.000,14151,24367,29942,58477,44073,68964,101833,839896,958913
53,299,299.000,13669,21974,28870,63267,42479,66880,112146,751915,782924
54,164,164.000,14177,20921,27895,214708,51450,1000950,1030559,1052617,1114437
55,765,765.000,15297,25383,30239,44565,43803,62430,77146,133548,1043021
56,184,184.000,13781,20951,26660,144570,40710,813617,890891,939171,957864
57,394,394.000,14075,21080,26529,93759,40974,76635,789781,1002990,1095267
58,360,360.000,14116,18062,22675,105903,35645,174287,864575,998587,1076418
59,531,531.000,16466,24227,28693,65067,40067,58133,89397,889776,1030645
60,335,335.000,14663,20237,24273,55369,36193,92828,216683,629736,662969
61,415,415.000,13493,22367,27636,89536,40275,70423,695253,939180,1021476
62,603,603.000,13962,23480,28872,80069,43236,68947,724109,983464,1086228
63,266,266.000,18807,25376,31233,39036,46352,68579,76095,110026,118776
64,850,850.000,13710,26451,31333,39953,43462,61127,72121,102503,1054839
65,168,168.000,14959,20509,24449,183827,41002,899224,982148,1023366,1047645
66,675,675.000,13708,25178,30462,77354,43838,65382,93059,999435,1036918
67,295,295.000,15533,24670,31840,56157,46090,61520,75245,1019680,1064139
68,250,250.000,14536,19490,24379,106021,35079,597265,764092,942040,960999
69,650,650.000,14163,24806,30170,76903,43906,62723,92688,987715,1031005
70,381,381.000,14432,22529,27447,68050,38340,60818,163217,1012547,1020830
71,247,247.000,13937,17044,21899,81431,35327,166875,674261,882311,968767
72,760,760.000,14269,24922,30184,71851,42951,61839,84006,1019349,1058093
73,248,248.000,17011,26591,32813,37687,44390,60312,68392,95496,109507
74,772,772.000,13464,24943,29768,64146,43915,63946,83156,946343,1024895
75,261,261.000,14625,20875,27878,55725,43394,156812,256875,355916,556835
76,843,843.000,15708,25761,31310,40195,44238,63438,76343,108839,1056989
77,242,242.000,13692,19286,24543,130378,34308,795214,885352,1057844,1110930
78,495,495.000,13786,23028,28782,109530,41588,67438,896424,1937734,2005717
79,176,176.000,13927,17295,19543,117430,27970,682640,789700,887262,1035021
80,323,323.000,14139,22175,28016,136959,41359,107779,983271,1956184,2053853
81,163,163.000,14210,18527,21549,170037,67037,822460,908987,1046423,1081895
82,310,310.000,17040,24644,30224,62665,43546,62699,78071,960027,1077681
83,227,227.000,14421,20725,24838,106280,32642,650023,805619,892436,916778
84,818,818.000,17810,25241,30029,54678,44256,64200,83525,856348,1026337
85,304,304.000,14520,23910,29881,63451,40468,63548,110575,716908,781648
86,857,857.000,14951,26537,31331,37316,43366,60726,70635,98431,139716
87,577,577.000,13764,23388,27982,73857,40716,67903,606729,1004430,1049061
88,600,600.000,15700,24276,28562,48459,38946,54256,71251,935936,1036019
89,208,208.000,14076,16581,20014,117834,48968,684837,832761,981188,1025047
90,686,686.000,13801,23985,28938,69891,41281,62669,97866,984931,1041388
91,395,395.000,13620,23172,28414,49087,41562,61930,143569,1021395,1233680
92,363,363.000,13881,20183,23824,78920,33920,70079,623695,873648,1002713
93,335,335.000,13769,22572,27500,105637,43251,100481,776773,913199,1030926
94,618,618.000,13121,22146,27184,76206,41189,69978,252696,965826,1879142
95,214,214.000,13915,21144,27589,162073,43090,897015,989872,1043410,1101954
96,283,283.000,14953,25489,30143,54368,43632,60020,83226,1029577,1067357
