Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,961.000,33.433,14.802,24.355,28.773,37.660,52.567,62.241,82.406,165.660,0.030
5,678.400,51.366,13.989,23.121,27.121,36.954,52.506,66.406,885.585,1058.770,0.019
10,375.200,79.142,12.928,23.132,28.223,41.344,66.695,724.748,956.738,1059.218,0.013
15,562.600,55.895,11.919,24.217,29.989,43.289,64.522,88.900,914.649,1046.791,0.018
20,441.800,77.230,13.775,23.227,28.635,41.944,66.819,624.689,958.367,1052.299,0.013
25,656.600,50.387,13.840,24.945,30.010,42.700,61.969,79.851,760.758,963.921,0.020
30,478.600,64.362,13.857,24.494,29.350,43.216,64.183,91.291,893.008,1029.787,0.016
35,401.600,80.984,13.107,21.902,27.128,39.775,77.683,645.301,1015.312,1103.357,0.012
40,358.400,82.143,13.027,22.817,28.005,39.771,66.147,725.431,928.982,1026.750,0.012
45,481.200,67.253,14.261,24.481,30.182,44.507,63.855,94.428,917.255,1052.481,0.015
50,450.600,71.649,13.669,23.889,29.494,43.817,66.569,112.146,1017.536,1114.437,0.014
55,446.800,76.236,13.781,22.991,28.005,40.974,72.290,632.188,947.185,1095.267,0.013
60,493.800,60.078,13.493,23.927,29.450,42.276,65.902,93.938,906.436,1086.228,0.017
65,407.600,86.436,13.708,23.818,29.429,42.660,67.130,806.877,999.435,1064.139,0.012
70,481.600,66.244,13.464,23.918,29.246,42.320,63.248,109.507,946.445,1058.093,0.015
75,403.400,76.781,13.692,22.682,28.605,41.588,68.131,254.817,1017.548,2005.717,0.013
80,368.200,87.036,14.139,23.277,28.571,43.642,71.577,785.271,1013.216,2053.853,0.011
85,509.200,57.923,13.764,24.276,29.308,41.174,62.516,87.598,839.877,1049.061,0.017
90,479.400,74.454,13.121,22.500,27.467,40.391,67.523,555.596,965.826,1879.142,0.013
95,285.800,110.694,12.999,22.353,29.070,44.918,119.794,892.315,1018.587,1891.181,0.009
100,412.400,74.192,13.862,23.963,28.896,42.264,68.452,133.658,991.831,1927.091,0.013
105,292.200,116.159,13.762,20.132,25.105,37.760,666.091,838.102,1010.841,1817.438,0.009
110,275.800,106.539,12.830,20.121,25.104,38.722,159.893,811.188,1016.018,1965.017,0.009
115,516.000,52.202,13.951,24.178,29.602,42.589,58.755,73.820,800.404,1034.552,0.019
