Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1104.800,28.997,4.427,18.304,25.209,32.925,45.092,62.990,128.655,375.872,0.034
5,1303.400,24.555,5.420,18.380,24.535,30.476,37.532,42.202,54.223,82.142,0.041
10,1306.600,24.551,4.235,18.118,24.090,29.796,36.699,42.668,73.620,142.478,0.041
15,1349.600,23.643,5.310,17.893,24.152,29.469,35.578,39.913,49.471,83.951,0.042
20,1316.200,24.339,4.802,17.903,24.168,29.817,35.834,41.044,72.045,128.062,0.041
25,1321.400,24.184,5.234,18.290,24.258,30.273,36.566,41.146,51.871,106.690,0.041
30,1326.200,24.382,4.346,17.778,24.131,29.952,36.464,41.343,66.088,183.551,0.041
35,1317.600,24.041,5.191,18.303,24.282,29.994,35.917,40.227,49.972,72.476,0.042
40,1313.000,24.348,5.033,18.719,24.373,30.064,36.289,41.451,54.293,105.423,0.041
45,1328.800,24.081,4.124,17.806,23.972,29.716,35.837,41.032,60.589,126.637,0.042
50,1312.600,24.380,4.587,18.295,24.071,30.159,37.235,42.084,54.503,241.952,0.041
55,1300.400,24.584,4.348,17.878,24.150,30.212,37.503,42.707,66.310,99.249,0.041
60,1320.800,24.238,4.655,17.281,23.898,29.902,37.028,43.200,60.756,180.133,0.041
65,1298.600,24.628,4.510,18.046,24.586,30.419,37.035,42.005,61.826,113.934,0.041
70,1309.600,24.459,4.388,17.999,24.333,30.511,37.120,42.506,55.229,111.091,0.041
75,1304.600,24.523,4.371,18.264,24.531,30.470,36.962,41.910,57.841,107.444,0.041
80,1337.000,23.912,4.897,17.614,24.092,29.888,36.268,40.922,53.901,103.670,0.042
85,1292.000,24.766,4.801,18.498,24.721,30.598,37.358,42.284,58.638,104.306,0.040
90,1316.400,24.305,4.961,18.374,24.160,29.920,36.967,42.905,57.490,137.428,0.041
95,1301.800,24.574,4.614,18.242,24.506,30.343,37.061,42.011,58.154,115.772,0.041
100,1298.000,24.652,4.433,17.916,24.619,30.940,37.939,42.501,55.348,123.769,0.041
105,1291.400,24.786,4.413,17.930,24.495,30.652,37.758,42.925,61.918,117.914,0.040
110,1314.200,24.365,4.203,18.477,24.535,30.069,36.581,41.451,52.299,109.424,0.041
115,1508.400,21.088,4.260,14.911,20.190,25.524,32.445,37.620,53.285,100.282,0.047
