Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,537.000,64.347,10.068,13.312,20.414,31.166,48.154,88.954,974.091,1036.503,0.016
5,489.400,66.189,9.770,12.203,19.110,28.785,43.647,621.129,977.798,1973.770,0.015
10,530.400,54.848,9.796,12.926,20.731,30.914,44.685,61.031,979.279,1073.254,0.018
15,472.000,67.833,9.678,12.224,19.506,29.194,47.638,670.411,973.362,1864.580,0.015
20,571.000,61.053,9.828,12.568,20.155,29.978,45.196,71.160,971.930,1065.098,0.016
25,544.800,53.450,9.862,12.794,20.592,30.645,45.070,61.610,940.021,1026.128,0.019
30,849.400,43.991,9.009,12.985,21.188,30.618,43.135,53.387,956.429,1032.087,0.023
35,465.600,59.432,9.730,12.890,21.019,30.465,44.203,61.941,977.145,1041.441,0.017
40,373.200,82.888,9.785,11.755,18.182,28.410,55.533,874.170,984.914,1831.395,0.012
45,392.000,90.170,9.708,12.163,19.344,30.152,53.275,842.846,976.639,1935.217,0.011
50,435.400,68.253,9.748,12.377,19.306,29.625,45.114,747.126,870.943,1030.174,0.015
55,441.800,70.134,9.670,12.209,19.646,28.887,45.069,725.455,958.469,1900.505,0.014
60,509.800,65.263,9.804,12.571,20.110,29.926,44.594,627.743,964.693,1058.304,0.015
65,481.200,64.037,9.687,12.529,19.660,29.468,45.351,629.400,900.246,1017.724,0.016
70,600.200,56.594,9.745,12.357,19.820,29.236,43.357,61.086,928.690,1874.200,0.018
75,438.400,73.202,9.805,12.575,19.964,29.499,46.488,823.496,971.283,1022.382,0.014
80,764.200,43.582,9.828,12.829,20.794,30.270,42.444,55.080,843.828,1022.327,0.023
85,660.600,47.830,9.763,12.711,20.620,30.592,43.258,57.236,928.750,1046.211,0.021
90,474.000,71.790,9.938,12.409,19.969,30.732,47.889,744.516,1018.641,1950.559,0.014
95,378.200,79.084,9.890,12.145,19.010,29.436,53.324,881.574,1016.122,1872.033,0.013
100,538.800,57.066,9.764,12.233,19.504,28.538,43.877,108.024,922.369,1026.561,0.018
105,419.400,75.074,9.826,12.422,19.230,30.196,45.640,791.542,995.695,2010.812,0.013
110,422.600,83.544,9.873,11.945,19.028,28.786,48.507,850.077,997.703,1032.048,0.012
115,647.000,41.853,9.857,12.888,20.728,29.451,40.909,48.846,903.108,1015.005,0.024
