Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683067363.061768,90810,27,1
1,ReadModifyWrite,1683067363.061769,60091,0,1
1,ReadModifyWrite,1683067363.061832,63617,1,1
1,ReadModifyWrite,1683067363.061836,94099,2,1
1,ReadModifyWrite,1683067363.062685,60347,4,1
1,ReadModifyWrite,1683067363.062694,72158,3,1
1,ReadModifyWrite,1683067363.062708,77887,5,1
1,ReadModifyWrite,1683067363.062765,102009,7,1
1,ReadModifyWrite,1683067363.062838,61489,6,1
1,ReadModifyWrite,1683067363.062913,63472,9,1
1,ReadModifyWrite,1683067363.062922,60630,10,1
1,ReadModifyWrite,1683067363.062995,89366,8,1
1,ReadModifyWrite,1683067363.063008,87946,13,1
1,ReadModifyWrite,1683067363.063022,76192,12,1
1,ReadModifyWrite,1683067363.063072,86920,11,1
1,ReadModifyWrite,1683067363.063149,71445,14,1
1,ReadModifyWrite,1683067363.063224,84674,15,1
1,ReadModifyWrite,1683067363.063234,68533,16,1
1,ReadModifyWrite,1683067363.063685,64848,17,1
1,ReadModifyWrite,1683067363.063693,60128,18,1
1,ReadModifyWrite,1683067363.063827,58921,20,1
1,ReadModifyWrite,1683067363.063921,62102,21,1
1,ReadModifyWrite,1683067363.064004,74476,19,1
1,ReadModifyWrite,1683067363.064018,87594,22,1
1,ReadModifyWrite,1683067363.064151,70261,23,1
1,ReadModifyWrite,1683067363.064164,62090,25,1
1,ReadModifyWrite,1683067363.064289,86785,31,1
1,ReadModifyWrite,1683067363.064298,75101,26,1
1,ReadModifyWrite,1683067363.064418,92057,28,1
1,ReadModifyWrite,1683067363.064495,79453,24,1
1,ReadModifyWrite,1683067363.064631,69162,29,1
1,ReadModifyWrite,1683067363.121959,25313,0,1
1,ReadModifyWrite,1683067363.122771,28130,20,1
1,ReadModifyWrite,1683067363.123050,22274,4,1
1,ReadModifyWrite,1683067363.123569,32024,10,1
1,ReadModifyWrite,1683067363.123849,38885,18,1
1,ReadModifyWrite,1683067363.124343,13142,6,1
1,ReadModifyWrite,1683067363.125474,14118,1,1
1,ReadModifyWrite,1683067363.126041,24184,21,1
1,ReadModifyWrite,1683067363.126277,14569,25,1
1,ReadModifyWrite,1683067363.126405,48476,9,1
1,ReadModifyWrite,1683067363.128549,32676,17,1
1,ReadModifyWrite,1683067363.131787,21137,16,1
1,ReadModifyWrite,1683067363.133812,16519,29,1
1,ReadModifyWrite,1683067363.134430,15291,23,1
1,ReadModifyWrite,1683067363.134610,21378,14,1
1,ReadModifyWrite,1683067363.134874,54697,3,1
1,ReadModifyWrite,1683067363.135376,73566,30,1
1,ReadModifyWrite,1683067363.137504,17038,6,1
1,ReadModifyWrite,1683067363.138496,48657,19,1
1,ReadModifyWrite,1683067363.139236,40277,12,1
1,ReadModifyWrite,1683067363.139420,15851,26,1
1,ReadModifyWrite,1683067363.139603,49634,1,1
1,ReadModifyWrite,1683067363.140617,36185,5,1
1,ReadModifyWrite,1683067363.140864,20367,25,1
1,ReadModifyWrite,1683067363.143974,26523,24,1
1,ReadModifyWrite,1683067363.145340,20252,4,1
