Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,32,32.000,1063966,3104653,3123980,2836641,3133129,3139795,3145844,3157531,3157531
1,3,3.000,1003181,1003181,2046575,1700935,2053051,2053051,2053051,2053051,2053051
2,4,4.000,1011209,1020494,1034058,1026116,1038703,1038703,1038703,1038703,1038703
3,65,65.000,6780,24262,50680,760989,1035976,2026038,2035359,3025439,3025439
4,20,20.000,5981,1002313,1024124,1267452,2017885,2034850,3039903,3039903,3039903
5,28,28.000,6864,1021940,2006411,1591719,2037451,3019362,3020045,3036221,3036221
6,16,16.000,6239,1012919,2011373,1455204,2026274,2030959,2035409,2035409,2035409
7,20,20.000,1001800,1009072,1019276,1518013,2029274,4028908,4029211,4029211,4029211
8,29,29.000,7764,2025437,3023717,2509027,3030984,3045860,3046500,4040352,4040352
9,5,5.000,2001446,2021085,2023280,2423903,3027203,3046503,3046503,3046503,3046503
10,5,5.000,1015602,2016932,2021828,1821537,2026287,2027038,2027038,2027038,2027038
11,34,34.000,5779,15405,1015098,1073690,2001656,2019029,3034686,3046677,3046677
12,26,26.000,7669,1006637,1017479,1410874,2049602,3051778,3055514,4045309,4045309
13,27,27.000,6934,1033248,2034348,1989322,3021357,5048123,5997353,6006082,6006082
14,17,17.000,24514,1002062,1018684,2117658,4001862,4963491,4972803,4972803,4972803
15,17,17.000,15151,2006269,2988605,2814780,3976953,4003810,4023898,4023898,4023898
16,6,6.000,3013940,3014844,3020684,3019081,3022403,3026273,3026273,3026273,3026273
17,7,7.000,2007756,2008030,2080405,2467836,3032974,4039481,4039481,4039481,4039481
18,8,8.000,965623,1002017,1004043,1252868,1011855,3026694,3026694,3026694,3026694
19,45,45.000,6722,57514,2019920,1627967,3012477,3031048,4966025,5978158,5978158
20,7,7.000,1001827,1002224,2017275,2010750,2024410,4983343,4983343,4983343,4983343
