Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,24.800,1409.623,5.981,40.064,1026.907,2100.752,3130.341,3133.698,3145.844,3157.531,0.001
5,19.600,1868.296,6.239,1016.391,2016.574,3019.810,3035.764,3046.500,4040.352,4040.352,0.001
10,21.800,1578.053,5.779,1004.497,1021.547,2048.599,3983.120,4045.309,5997.353,6006.082,0.001
15,16.600,2006.290,6.722,1001.513,2031.659,3019.832,3976.953,4023.898,5978.158,5978.158,0.000
20,11.600,2058.678,4.641,1001.673,2020.699,2990.867,3968.971,3981.166,4983.343,4983.343,0.000
25,23.600,1330.519,4.413,985.445,1013.152,2026.775,3031.178,3045.272,4043.621,4044.396,0.001
30,27.600,1296.491,4.657,36.479,1022.762,2041.432,3032.657,3052.513,4047.095,4063.986,0.001
35,19.400,3007.838,4.256,1002.558,1033.588,6013.677,8030.090,11044.831,12042.556,12042.556,0.000
40,4.000,4828.656,1001.868,4026.877,5027.061,6036.512,7037.618,8038.751,8038.751,8038.751,0.000
45,9.800,1664.053,4.513,1001.941,1016.610,2026.146,4024.692,5026.575,5028.523,5028.523,0.001
50,30.600,1400.899,4.682,28.040,1015.593,2012.013,4017.877,5034.328,6036.769,7029.458,0.001
55,11.000,2214.793,4.306,1014.305,2016.286,3025.325,4019.040,4026.942,5041.502,5041.502,0.000
60,16.400,2226.167,4.738,1011.840,2018.761,3025.925,4040.061,5008.599,5052.250,5052.250,0.000
65,18.200,2014.009,5.462,1010.402,1980.011,3021.346,5026.008,5038.576,6040.198,6040.198,0.000
70,15.000,2882.966,4.747,1001.584,2001.492,3043.451,10006.843,10039.314,11050.907,11050.907,0.000
75,5.000,5859.268,9.796,5007.223,6989.840,8026.745,9029.266,9032.362,9034.299,9034.299,0.000
80,12.000,1987.670,5.522,1003.739,2015.893,4072.183,4085.918,4089.448,4090.670,4090.670,0.001
85,9.400,1779.883,8.598,1016.808,1029.978,3020.196,3090.088,4098.934,4108.297,4108.297,0.001
90,25.800,1218.047,5.057,1009.107,1017.233,2014.950,2026.457,2029.761,2042.296,3035.191,0.001
95,17.800,1943.236,4.662,1010.891,2003.467,3021.761,4017.076,4034.577,5042.259,5042.259,0.001
100,21.600,1495.035,4.724,882.784,1018.408,2020.830,3027.449,4033.496,4048.161,5032.687,0.001
105,17.200,1793.385,4.722,1010.815,2004.514,3004.941,3028.017,4023.090,4029.631,4029.631,0.001
110,18.200,1976.536,4.368,998.679,1977.567,3013.397,4006.146,5004.824,6017.197,6017.197,0.001
115,24.400,674.695,4.527,18.689,1001.779,1023.237,2000.896,2025.857,3020.522,3029.680,0.001
