Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1237.800,25.911,16.181,22.052,24.567,27.921,32.008,35.058,57.560,88.656,0.039
5,1139.600,28.086,14.482,24.214,27.048,30.677,34.854,38.264,49.031,94.607,0.036
10,1061.400,30.134,19.524,26.359,29.045,32.659,36.987,40.154,49.933,77.237,0.033
15,1036.000,30.882,17.005,26.498,29.468,33.418,38.179,42.337,60.488,94.826,0.032
20,1054.400,30.381,15.116,26.267,28.949,32.736,37.347,41.533,56.123,106.993,0.033
25,1046.200,30.561,16.752,26.392,29.260,33.228,37.920,41.567,55.684,90.592,0.033
30,1055.800,30.360,17.637,26.226,29.218,33.091,37.652,40.910,52.239,90.962,0.033
35,1052.400,30.327,16.628,26.593,29.275,32.842,37.138,40.105,49.945,106.207,0.033
40,1046.600,30.589,16.158,26.378,29.130,32.930,37.725,42.483,58.204,89.754,0.033
45,1048.400,30.513,13.934,26.369,29.214,32.887,37.535,41.699,55.149,119.064,0.033
50,1029.600,31.050,14.905,26.555,29.533,33.642,38.488,42.844,61.907,98.044,0.032
55,1039.600,30.780,18.398,26.542,29.419,33.529,38.575,42.817,52.251,89.052,0.032
60,1023.800,31.272,15.252,26.322,29.552,33.916,40.588,46.202,59.378,101.428,0.032
65,1036.200,30.880,16.015,26.666,29.421,33.183,37.767,42.162,61.565,102.428,0.032
70,1042.000,30.685,14.686,26.465,29.393,33.241,38.077,42.118,54.517,90.444,0.033
75,1041.400,30.748,19.015,26.505,29.415,33.160,37.741,41.989,55.279,99.858,0.033
80,1043.800,30.676,19.344,26.644,29.395,33.284,38.176,41.831,51.260,72.240,0.033
85,1053.000,30.344,14.651,26.442,29.203,32.787,37.311,40.897,52.383,92.311,0.033
90,1043.400,30.662,16.364,26.498,29.241,32.882,37.414,41.727,63.319,94.335,0.033
95,1042.800,30.705,17.366,26.552,29.445,33.268,37.895,42.314,54.264,86.355,0.033
100,1049.200,30.476,19.062,26.539,29.325,33.043,37.568,41.030,51.664,78.590,0.033
105,1028.000,31.126,15.561,26.765,29.624,33.484,38.550,42.920,62.089,101.897,0.032
110,1045.600,30.616,14.595,26.497,29.401,33.120,37.818,41.327,55.967,101.992,0.033
115,1041.000,30.522,15.175,26.552,29.300,32.786,37.070,40.846,58.885,95.290,0.033
