Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2051.200,15.618,10.685,12.323,13.122,15.264,23.287,26.728,40.951,99.597,0.064
5,2113.000,15.132,10.528,12.110,12.861,14.714,22.870,25.704,36.092,84.534,0.066
10,2060.800,15.527,10.620,12.095,12.839,14.815,22.746,25.930,38.502,617.358,0.064
15,2112.800,15.140,10.704,12.127,12.873,14.754,22.819,25.671,35.747,70.904,0.066
20,2125.200,15.051,10.555,12.058,12.834,14.857,22.582,25.597,35.043,120.892,0.066
25,2127.800,15.028,10.482,12.061,12.792,14.474,22.538,25.383,36.474,87.751,0.067
30,2137.400,14.976,10.415,12.007,12.742,14.559,22.692,25.771,35.015,101.555,0.067
35,2124.600,15.052,10.659,12.038,12.796,14.670,22.554,25.446,37.222,81.850,0.066
40,2155.400,14.839,10.749,12.039,12.774,14.543,22.353,25.094,33.788,86.654,0.067
45,2079.000,15.389,10.519,11.978,12.746,14.449,22.465,25.416,36.378,722.093,0.065
50,2157.800,14.834,10.555,12.011,12.698,14.450,22.374,25.157,34.691,85.799,0.067
55,2050.200,15.597,10.590,12.168,13.017,15.481,23.686,27.431,39.294,105.439,0.064
60,2083.200,15.358,10.731,12.152,12.940,15.301,23.230,26.728,38.449,79.907,0.065
65,2108.000,15.176,10.601,12.059,12.868,14.940,22.860,26.044,37.001,75.896,0.066
70,2137.600,14.970,10.609,12.060,12.851,14.849,22.525,25.405,34.898,88.246,0.067
75,2108.800,15.163,10.656,12.018,12.786,14.711,22.888,25.912,37.541,91.693,0.066
80,2060.600,15.537,10.639,12.063,12.856,15.825,23.643,27.530,38.459,81.338,0.064
85,2142.600,14.925,10.463,12.048,12.779,14.517,22.621,25.515,34.953,83.804,0.067
90,2122.000,15.079,10.579,12.036,12.818,14.695,22.782,25.511,36.071,82.696,0.066
95,2104.800,15.197,10.511,12.071,12.909,15.041,23.081,26.300,35.623,88.450,0.066
100,1164.800,27.570,10.446,12.672,15.480,32.201,57.242,77.396,160.166,878.883,0.036
105,1803.200,17.691,10.508,12.282,13.421,17.339,29.447,37.882,54.908,1021.908,0.057
110,2083.800,15.351,10.705,12.157,13.007,15.311,23.577,27.008,36.249,80.460,0.065
115,2112.200,15.094,10.410,11.939,12.650,14.542,22.748,26.139,38.113,567.118,0.066
