Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,251,251.000,10678,20642,30962,155353,64140,939985,994825,1039561,1052688
1,760,760.000,10246,15058,21471,53176,30400,45898,54936,898943,952637
2,552,552.000,9950,13616,20031,58448,27970,42616,69961,946874,1028404
3,435,435.000,9997,14726,21830,38553,30595,44749,51706,682747,742636
4,618,618.000,9905,13928,19641,63659,28600,44185,623875,912179,1053080
5,967,967.000,10591,16473,22287,25387,31920,43550,49473,61330,69854
6,734,734.000,10230,16184,24129,60163,35868,54430,83064,826602,905040
7,545,545.000,9978,15517,22497,72514,32383,50016,719228,1005751,1059012
8,393,393.000,9907,16138,25488,31927,35602,50431,62872,99365,650360
9,1077,1077.000,10005,16855,24495,47219,34492,52477,65773,872960,1035999
10,278,278.000,10076,13450,20271,46891,34608,64396,127209,765982,810264
11,245,245.000,9970,14845,22036,138014,41213,841432,908232,1025553,1034814
12,548,548.000,9993,14160,20721,77151,34196,59548,799846,992926,1027198
13,528,528.000,10500,18451,28365,38841,46366,74634,99053,173830,247141
14,803,803.000,11061,19250,35365,39217,51955,71070,83639,107837,167915
15,442,442.000,10144,18873,29232,108844,46305,78004,1027117,1209005,1322282
16,158,158.000,10336,50414,113503,108986,154203,204413,240647,266831,321122
17,960,960.000,10115,16931,25913,31634,39525,58851,71387,100948,179461
18,728,728.000,10351,17075,25405,64050,37172,59169,84929,878991,1025537
19,594,594.000,10730,17290,24170,41743,35436,49296,65576,926812,1010419
20,284,284.000,10065,15870,23181,86860,35340,61632,781664,838247,918564
21,264,264.000,9761,14372,21318,121250,34615,801923,852936,920753,930884
22,740,740.000,9933,15062,22949,56738,34162,55517,85146,858266,1026646
23,629,629.000,9971,15648,23607,47505,35700,52880,151057,998785,1116401
24,163,163.000,10094,12495,19577,154844,32061,909203,970034,1026995,1048522
25,651,651.000,9944,14824,23035,67590,34957,52277,88187,963234,1035644
26,586,586.000,10553,16833,23860,67330,35962,52961,86576,960667,1030814
27,293,293.000,10531,19790,25514,39295,39058,53538,64993,713500,737650
28,478,478.000,10173,18915,25528,88519,39394,61216,884856,988716,1032385
29,473,473.000,10071,17012,24534,86770,34925,57956,879376,995249,1016939
30,421,421.000,10444,18285,26302,30089,37192,52489,62831,81014,112743
31,886,886.000,10102,18434,26370,62777,39664,61615,84606,966898,1040236
32,275,275.000,10792,17599,25825,36639,35450,50971,65225,105572,1033270
33,233,233.000,10292,15435,23622,132613,37199,809208,888939,956632,983866
34,1035,1035.000,10494,17192,25768,30188,36966,53418,67033,90772,115855
35,661,661.000,10039,16306,23939,67909,35876,52274,86957,952443,1023891
36,295,295.000,10306,15427,21384,123845,38308,849456,961661,1030123,1045379
37,507,507.000,10494,17930,24720,28827,36036,47549,58024,96356,129535
38,451,451.000,9858,15249,23574,77906,34326,55173,687037,933151,1042007
39,460,460.000,10161,15165,22935,89211,34046,58430,891912,1032934,1048343
40,656,656.000,10383,15689,24211,60571,36786,52577,70458,1037186,1080339
41,183,183.000,10181,14286,22375,86750,34400,61872,832265,1016124,1025839
42,165,165.000,9854,12417,18488,171179,36907,916604,951795,998433,1009105
43,261,261.000,10076,14984,22996,128847,36869,824639,883970,1017809,1022117
44,975,975.000,10297,17323,24628,53691,36524,53505,68019,952245,1065419
45,228,228.000,9926,13941,21472,43220,35317,52325,70722,809158,860666
46,956,956.000,10150,17116,25020,55505,35324,50941,63521,905746,968319
47,415,415.000,10981,17258,24089,27044,33458,46705,53963,74996,85377
48,870,870.000,9836,16054,23927,59454,35207,51717,74506,973172,1050508
49,378,378.000,10984,20553,27409,31908,38532,57961,68104,91648,113803
50,641,641.000,10955,21814,33563,55941,52675,110594,177638,423564,686416
51,381,381.000,11190,23658,38098,74048,76475,194412,274086,381062,520696
52,447,447.000,10176,17428,25435,94482,44362,77745,903746,973381,1020543
53,719,719.000,10305,17203,24321,64241,34524,49668,66455,1012746,1956474
54,192,192.000,9941,11419,16548,150287,24487,840613,957405,1016867,1755487
55,262,262.000,10825,17568,23962,78141,35540,57979,720392,1010189,1029974
56,235,235.000,9977,12316,18654,98299,26501,60828,868542,928484,1017843
57,207,207.000,10029,12947,19618,151727,35014,859993,954493,997033,1022762
58,742,742.000,10277,18233,25744,67985,39360,54188,77728,992618,1057205
59,442,442.000,11027,19461,26819,30349,38302,51156,60584,80612,148715
60,624,624.000,9983,15375,24394,67650,35277,55518,731408,892383,1082456
61,730,730.000,10732,17857,24982,43328,35341,47664,57502,977270,1076174
62,302,302.000,10413,14139,22018,75444,30301,48398,753465,811173,1023451
63,353,353.000,10023,13431,20690,88171,36752,78506,732253,877391,908163
64,313,313.000,9953,14902,20913,102526,33938,611094,806928,875377,949934
65,449,449.000,9968,16519,24007,86989,40292,81716,824969,886296,1024264
66,848,848.000,10747,18913,24681,29390,37796,50891,60468,81832,96034
67,252,252.000,9660,14442,21618,150792,34264,885814,988411,1855838,2057340
68,168,168.000,10233,11556,18351,175301,29957,936523,993393,1020075,1028419
69,981,981.000,10129,18968,25634,28995,34976,50553,59229,78385,126748
70,322,322.000,9764,14645,21623,100629,32778,65657,800640,905946,983025
71,573,573.000,9973,14853,23393,69060,33008,50397,655007,912931,1035011
72,782,782.000,10641,17048,23471,55788,35152,49057,63719,981503,1056063
73,301,301.000,10304,15453,22674,60270,31712,50845,67181,939302,1033539
74,347,347.000,9939,13207,21935,76105,32577,58528,716313,808202,856932
75,552,552.000,10125,16053,22323,77332,34637,55555,833678,986861,1057410
76,209,209.000,9986,11647,18040,148693,34010,799707,847283,960247,995955
77,740,740.000,10265,17294,25855,29937,37205,54871,64365,88035,108679
78,1135,1135.000,10525,17348,24650,28206,35027,48051,56693,74274,102050
79,1021,1021.000,10409,18249,24752,53070,36462,50522,65245,917774,1017221
80,310,310.000,9869,18252,24162,31658,32192,48043,55127,83597,748752
81,319,319.000,10073,15490,22723,114692,37413,706558,926379,1008396,1010077
82,595,595.000,10205,15770,23205,70670,35273,51249,757409,942135,1020357
83,246,246.000,10641,15242,22141,142339,36305,897387,956101,1018756,1040603
84,437,437.000,10226,16767,23289,85264,36640,63378,837322,921627,1038863
85,278,278.000,10211,17724,23899,32763,34349,49998,58935,84357,789981
